"first_word","second_word","Freq"
"good","excuse",5
"good","friday",5
"good","fun",5
"good","girl",5
"good","he",5
"good","if",5
"good","laugh",5
"good","leader",5
"good","not",5
"good","ol",5
"good","picture",5
"good","relationship",5
"good","reminder",5
"good","run",5
"good","selection",5
"good","too",5
"goodness","it",5
"goodness","of",5
"google","earth",5
"gorgeous","day",5
"gospel","of",5
"got","alot",5
"got","as",5
"got","da",5
"got","even",5
"got","involved",5
"got","kicked",5
"got","offered",5
"got","quite",5
"got","right",5
"got","suspended",5
"got","things",5
"got","three",5
"got","together",5
"got","used",5
"government","as",5
"grab","my",5
"grade","school",5
"grades","and",5
"grandma","was",5
"grandmother","was",5
"gratitude","for",5
"great","addition",5
"great","birthday",5
"great","britain",5
"great","chatting",5
"great","city",5
"great","company",5
"great","crowd",5
"great","discussion",5
"great","great",5
"great","group",5
"great","hope",5
"great","information",5
"great","mother's",5
"great","movie",5
"great","opportunities",5
"great","performance",5
"great","post",5
"great","product",5
"great","savings",5
"great","season",5
"great","session",5
"great","talking",5
"great","turnout",5
"great","when",5
"great","win",5
"greater","manchester",5
"green","is",5
"green","lantern",5
"grew","from",5
"grey","and",5
"grilled","chicken",5
"group","was",5
"groups","like",5
"grown","into",5
"guess","at",5
"guess","how",5
"guess","people",5
"guess","she",5
"guess","u",5
"guess","we're",5
"guess","when",5
"guest","will",5
"guide","was",5
"gun","and",5
"gun","on",5
"guy","behind",5
"guy","can",5
"guy","did",5
"guy","looks",5
"guy","who's",5
"guy","would",5
"guys","need",5
"guys","not",5
"guys","out",5
"guys","still",5
"gym","for",5
"had","about",5
"had","absolutely",5
"had","and",5
"had","apparently",5
"had","arranged",5
"had","big",5
"had","completed",5
"had","eaten",5
"had","everything",5
"had","failed",5
"had","four",5
"had","got",5
"had","kept",5
"had","less",5
"had","missed",5
"had","originally",5
"had","picked",5
"had","played",5
"had","pretty",5
"had","problems",5
"had","reached",5
"had","us",5
"had","we",5
"had","what",5
"had","won",5
"haha","it's",5
"haha","just",5
"haha","not",5
"haha","that",5
"hahaha","well",5
"hair","color",5
"hair","for",5
"hair","that",5
"hair","up",5
"hair","was",5
"half","price",5
"ham","on",5
"hand","i",5
"hand","me",5
"hand","the",5
"hand","them",5
"handle","that",5
"handle","this",5
"hands","out",5
"hands","up",5
"hanging","off",5
"happen","at",5
"happened","last",5
"happened","since",5
"happened","the",5
"happened","this",5
"happening","with",5
"happens","at",5
"happens","is",5
"happier","than",5
"happy","ever",5
"happy","first",5
"happy","happy",5
"happy","holiday",5
"happy","hump",5
"happy","valentine's",5
"hard","earned",5
"hard","pressed",5
"hard","with",5
"hard","working",5
"hardly","any",5
"hardly","be",5
"hardly","believe",5
"harm","the",5
"has","added",5
"has","amazing",5
"has","and",5
"has","appeared",5
"has","as",5
"has","both",5
"has","bought",5
"has","called",5
"has","carried",5
"has","earned",5
"has","every",5
"has","expanded",5
"has","five",5
"has","generated",5
"has","heard",5
"has","is",5
"has","joined",5
"has","laid",5
"has","launched",5
"has","met",5
"has","once",5
"has","other",5
"has","proved",5
"has","repeatedly",5
"has","resulted",5
"has","returned",5
"has","run",5
"has","sat",5
"has","scored",5
"has","seemed",5
"has","sold",5
"has","stated",5
"has","still",5
"has","stopped",5
"has","successfully",5
"has","told",5
"has","tons",5
"has","us",5
"hate","and",5
"hate","for",5
"hate","not",5
"hate","watching",5
"hate","your",5
"hatred","of",5
"haunted","by",5
"have","accepted",5
"have","adopted",5
"have","amazing",5
"have","are",5
"have","arrived",5
"have","babies",5
"have","but",5
"have","class",5
"have","coffee",5
"have","completed",5
"have","definitely",5
"have","dreams",5
"have","easily",5
"have","far",5
"have","finals",5
"have","full",5
"have","gathered",5
"have","guessed",5
"have","half",5
"have","hired",5
"have","internet",5
"have","learnt",5
"have","led",5
"have","listened",5
"have","literally",5
"have","mastered",5
"have","moved",5
"have","nearly",5
"have","needed",5
"have","observed",5
"have","occurred",5
"have","of",5
"have","offered",5
"have","placed",5
"have","previously",5
"have","rather",5
"have","reduced",5
"have","released",5
"have","reported",5
"have","shot",5
"have","signed",5
"have","six",5
"have","still",5
"have","strong",5
"have","supported",5
"have","talked",5
"have","tasted",5
"have","there",5
"have","white",5
"haven't","actually",5
"haven't","got",5
"haven't","i",5
"haven't","met",5
"haven't","updated",5
"having","enough",5
"having","issues",5
"having","kids",5
"having","lived",5
"having","lots",5
"having","lunch",5
"having","not",5
"having","seen",5
"having","this",5
"having","us",5
"havnt","been",5
"he'd","have",5
"he'll","just",5
"he's","already",5
"he's","at",5
"he's","back",5
"he's","never",5
"he's","probably",5
"he","agreed",5
"he","ain't",5
"he","appears",5
"he","arrived",5
"he","assures",5
"he","cared",5
"he","concluded",5
"he","doesn",5
"he","doesnt",5
"he","explained",5
"he","figured",5
"he","followed",5
"he","hated",5
"he","hath",5
"he","immediately",5
"he","insisted",5
"he","laughed",5
"he","led",5
"he","let",5
"he","lost",5
"he","mentioned",5
"he","obviously",5
"he","owns",5
"he","paid",5
"he","points",5
"he","pressed",5
"he","proposed",5
"he","provided",5
"he","reached",5
"he","realized",5
"he","recently",5
"he","remained",5
"he","rode",5
"he","served",5
"he","slowly",5
"he","smiled",5
"he","so",5
"he","sometimes",5
"he","stepped",5
"he","suggested",5
"he","talked",5
"he","usually",5
"he","watched",5
"head","a",5
"head","against",5
"head","as",5
"head","at",5
"heads","in",5
"healthier","than",5
"hear","any",5
"hear","in",5
"hear","these",5
"hear","you're",5
"heard","all",5
"heard","at",5
"heard","back",5
"heard","people",5
"heard","someone",5
"heard","them",5
"heard","u",5
"hearing","a",5
"hearing","my",5
"hearing","this",5
"hearing","you",5
"heart","beat",5
"heart","i",5
"heart","will",5
"heat","in",5
"heat","oil",5
"heaven","but",5
"heavy","with",5
"heck","out",5
"heels","of",5
"hehe","i",5
"held","it",5
"held","me",5
"held","to",5
"help","each",5
"help","for",5
"help","prevent",5
"help","wondering",5
"helped","a",5
"helped","out",5
"helping","a",5
"helping","hand",5
"helping","others",5
"helping","you",5
"helps","make",5
"her","battle",5
"her","beautiful",5
"her","being",5
"her","birth",5
"her","blood",5
"her","boss",5
"her","chest",5
"her","child",5
"her","dad",5
"her","fans",5
"her","fashion",5
"her","feel",5
"her","feelings",5
"her","food",5
"her","great",5
"her","happy",5
"her","job",5
"her","like",5
"her","lips",5
"her","look",5
"her","poor",5
"her","secret",5
"her","side",5
"her","story",5
"her","style",5
"her","teacher",5
"her","team",5
"her","very",5
"her","was",5
"her","why",5
"her","writing",5
"here","all",5
"here","being",5
"here","just",5
"here","not",5
"here","now",5
"here","this",5
"here","till",5
"heritage","is",5
"hero","arts",5
"heroes","and",5
"herself","a",5
"herself","with",5
"hey","all",5
"hey","and",5
"hey","everyone",5
"hey","girl",5
"hey","sorry",5
"hey","u",5
"hey","what's",5
"hey","your",5
"hiding","the",5
"high","level",5
"high","levels",5
"high","schoolers",5
"high","schools",5
"high","street",5
"higher","up",5
"highest","point",5
"highest","quality",5
"highest","rate",5
"highlight","for",5
"hill","in",5
"him","away",5
"him","before",5
"him","home",5
"him","last",5
"him","not",5
"him","now",5
"him","say",5
"him","there",5
"him","they",5
"himself","had",5
"himself","has",5
"himself","out",5
"himself","up",5
"hired","by",5
"hiring","a",5
"his","age",5
"his","article",5
"his","birthday",5
"his","blog",5
"his","brain",5
"his","breath",5
"his","chest",5
"his","class",5
"his","decision",5
"his","early",5
"his","efforts",5
"his","faith",5
"his","famous",5
"his","fellow",5
"his","knee",5
"his","late",5
"his","many",5
"his","message",5
"his","official",5
"his","previous",5
"his","promises",5
"his","recent",5
"his","school",5
"his","side",5
"his","signature",5
"his","staff",5
"his","students",5
"his","supporters",5
"his","to",5
"his","tweets",5
"his","will",5
"his","wounds",5
"his","wrist",5
"hit","all",5
"hits","and",5
"hittin","the",5
"hockey","player",5
"hold","them",5
"hold","these",5
"holding","back",5
"holding","out",5
"hole","with",5
"holiday","gift",5
"holiday","in",5
"holly","and",5
"home","state",5
"homeland","security",5
"homeless","people",5
"homes","for",5
"homes","of",5
"hometown","of",5
"honest","to",5
"honesty","i",5
"honor","and",5
"honour","of",5
"honoured","to",5
"hope","someone",5
"hope","when",5
"hope","yall",5
"hopefully","that",5
"hopefully","there",5
"hoping","everyone",5
"hoping","it's",5
"horrible","at",5
"horror","of",5
"horse","and",5
"hospital","for",5
"host","the",5
"hosted","the",5
"hot","enough",5
"hot","hot",5
"hotel","is",5
"hour","after",5
"hour","for",5
"hour","i",5
"hour","long",5
"hours","but",5
"hours","or",5
"hours","spent",5
"house","so",5
"house","will",5
"housed","in",5
"houses","are",5
"houses","in",5
"houston","is",5
"how's","that",5
"how","an",5
"how","deep",5
"how","everything",5
"how","interesting",5
"how","it's",5
"how","its",5
"how","kanjoya's",5
"how","large",5
"how","late",5
"how","most",5
"how","out",5
"how","serious",5
"how","sick",5
"how","stupid",5
"how","ur",5
"how","were",5
"how","ya",5
"how","young",5
"however","he",5
"however","if",5
"however","many",5
"however","much",5
"however","there",5
"hubby","was",5
"hugs","and",5
"human","history",5
"human","life",5
"human","race",5
"humans","are",5
"humans","have",5
"hung","in",5
"hungry","but",5
"hungry","right",5
"hurry","and",5
"hurry","to",5
"hurt","a",5
"hurt","to",5
"hurts","me",5
"hyun","suk",5
"i'd","had",5
"i'd","see",5
"i'd","totally",5
"i'll","also",5
"i'll","bet",5
"i'll","continue",5
"i'll","dm",5
"i'll","listen",5
"i'll","remember",5
"i'll","stay",5
"i'll","think",5
"i'll","wait",5
"i'm","alone",5
"i'm","aware",5
"i'm","buying",5
"i'm","certain",5
"i'm","changing",5
"i'm","considering",5
"i'm","cool",5
"i'm","determined",5
"i'm","driving",5
"i'm","even",5
"i'm","extremely",5
"i'm","finna",5
"i'm","freaking",5
"i'm","fucking",5
"i'm","gettin",5
"i'm","gone",5
"i'm","headed",5
"i'm","helping",5
"i'm","honestly",5
"i'm","laughing",5
"i'm","losing",5
"i'm","married",5
"i'm","ok",5
"i'm","posting",5
"i'm","real",5
"i'm","showing",5
"i'm","slowly",5
"i'm","truly",5
"i'm","upset",5
"i'm","used",5
"i'm","well",5
"i've","changed",5
"i've","developed",5
"i've","discovered",5
"i've","grown",5
"i've","met",5
"i've","recently",5
"i've","yet",5
"i","act",5
"i","adapted",5
"i","applaud",5
"i","approached",5
"i","attempt",5
"i","automatically",5
"i","beat",5
"i","belong",5
"i","bend",5
"i","best",5
"i","blog",5
"i","borrowed",5
"i","celebrate",5
"i","chatted",5
"i","clearly",5
"i","cnt",5
"i","commend",5
"i","commit",5
"i","constantly",5
"i","convinced",5
"i","currently",5
"i","dance",5
"i","dealt",5
"i","declared",5
"i","delivered",5
"i","distressed",5
"i","emailed",5
"i","encountered",5
"i","enter",5
"i","envy",5
"i","explain",5
"i","fight",5
"i","fly",5
"i","focused",5
"i","fought",5
"i","fucked",5
"i","gather",5
"i","genuinely",5
"i","glad",5
"i","gotcha",5
"i","instantly",5
"i","jump",5
"i","kill",5
"i","landed",5
"i","layered",5
"i","long",5
"i","mixed",5
"i","offered",5
"i","on",5
"i","ought",5
"i","paused",5
"i","preferred",5
"i","r",5
"i","randomly",5
"i","remain",5
"i","requested",5
"i","researched",5
"i","reserve",5
"i","sang",5
"i","scanned",5
"i","search",5
"i","sign",5
"i","slammed",5
"i","slip",5
"i","specifically",5
"i","spilled",5
"i","stare",5
"i","stretched",5
"i","successfully",5
"i","sucked",5
"i","swallowed",5
"i","tossed",5
"i","treated",5
"i","unfollowed",5
"i","value",5
"i","wandered",5
"i","washed",5
"i","whipped",5
"i","witnessed",5
"i","woulda",5
"idea","at",5
"idea","what's",5
"idea","with",5
"identified","by",5
"identify","a",5
"identify","and",5
"ideology","and",5
"if","by",5
"if","he'll",5
"if","interested",5
"if","just",5
"if","men",5
"if","more",5
"if","possible",5
"if","they'll",5
"if","two",5
"if","we'll",5
"ignore","that",5
"ill","give",5
"ill","go",5
"ill","send",5
"illegal","in",5
"im","all",5
"im","always",5
"im","coming",5
"im","feeling",5
"im","from",5
"im","mad",5
"im","never",5
"im","out",5
"im","really",5
"im","sitting",5
"im","taking",5
"im","too",5
"im","very",5
"im","watching",5
"image","on",5
"image","will",5
"images","for",5
"imagine","anyone",5
"immediately","after",5
"immediately","went",5
"impact","the",5
"imperative","that",5
"implications","for",5
"importance","in",5
"important","because",5
"important","not",5
"impression","on",5
"improve","my",5
"in","'s",5
"in","abundance",5
"in","american",5
"in","ancient",5
"in","association",5
"in","az",5
"in","baking",5
"in","beer",5
"in","better",5
"in","breach",5
"in","buffalo",5
"in","cali",5
"in","cambodia",5
"in","center",5
"in","chinese",5
"in","close",5
"in","combination",5
"in","connection",5
"in","corporate",5
"in","crime",5
"in","criminal",5
"in","dublin",5
"in","due",5
"in","earnest",5
"in","egypt",5
"in","elementary",5
"in","essence",5
"in","fine",5
"in","following",5
"in","german",5
"in","gold",5
"in","hollywood",5
"in","iran",5
"in","iraq",5
"in","jerusalem",5
"in","korea",5
"in","length",5
"in","louisiana",5
"in","louisville",5
"in","lower",5
"in","milk",5
"in","minnesota",5
"in","moments",5
"in","myself",5
"in","non",5
"in","oakland",5
"in","oklahoma",5
"in","online",5
"in","oven",5
"in","parts",5
"in","photography",5
"in","photos",5
"in","point",5
"in","poland",5
"in","possession",5
"in","poverty",5
"in","practice",5
"in","private",5
"in","pursuit",5
"in","regard",5
"in","regular",5
"in","remembrance",5
"in","reverse",5
"in","salt",5
"in","scotland",5
"in","sd",5
"in","show",5
"in","slow",5
"in","sugar",5
"in","sweden",5
"in","sync",5
"in","talks",5
"in","target",5
"in","then",5
"in","tn",5
"in","tokyo",5
"in","top",5
"in","training",5
"in","tune",5
"in","usa",5
"in","waiting",5
"in","week",5
"in","who",5
"in","whom",5
"in","words",5
"in","work",5
"in","ya",5
"inches","of",5
"incidents","of",5
"include","your",5
"includes","an",5
"including","my",5
"including","some",5
"income","from",5
"income","tax",5
"increase","my",5
"increasing","your",5
"incredible","in",5
"incredibly","hard",5
"indigenous","people",5
"individual","is",5
"industries","are",5
"industry","and",5
"industry","has",5
"influence","in",5
"influence","the",5
"info","is",5
"inform","the",5
"inform","you",5
"information","has",5
"information","of",5
"information","with",5
"information","you",5
"informed","that",5
"informed","the",5
"informed","us",5
"informs","the",5
"infusion","of",5
"initiative","to",5
"insert","a",5
"insert","your",5
"inside","for",5
"inside","that",5
"inspiration","is",5
"inspire","others",5
"inspired","the",5
"inspires","me",5
"inspiring","and",5
"install","a",5
"instead","he",5
"instead","the",5
"institutions","and",5
"instrumental","in",5
"integrity","and",5
"intellectual","and",5
"intelligence","and",5
"intelligence","of",5
"intended","as",5
"intending","to",5
"interest","on",5
"interesting","about",5
"interesting","article",5
"interesting","because",5
"interesting","thing",5
"interesting","way",5
"interests","and",5
"internet","explorer",5
"interview","today",5
